,clusteringCoefficient_networkit,PageRank_networkit,betweennessInComm_toScale,lengthMean_rw,clusteringCoefficient_networkit_innov,PageRank_networkit_innov,betweennessInComm_toScale_innov,lengthMean_rw_innov,clusteringCoefficient_networkit_prop,PageRank_networkit_prop,betweennessInComm_toScale_prop,lengthMean_rw_prop,clusteringCoefficient_networkit_fix,PageRank_networkit_fix,betweennessInComm_toScale_fix,lengthMean_rw_fix,type,nb_users
encouple,0.0652291105121293,1.7211608321584288e-07,0.5072463768115942,8.5885,0.1539786308476492,1.245365495518569e-07,2.2039589961117008,2.13725,0.0722299053439403,1.3433483050284e-07,0.2681159420289855,8.1898,0.0610576923076923,1.9173547208718005e-07,0.5217391304347827,8.8669,buzz,229
mdddddddrrrr,0.0656119294417166,1.706221670848616e-07,0.5797101449275364,8.1247,0.0738916256157635,1.1307879941639225e-07,-0.2318840579710145,8.2986,0.0728629373403552,1.3532312769793774e-07,0.1304347826086956,8.103,0.0633817166971489,1.996241916907432e-07,0.8913043478260869,8.145,buzz,770
dtaper,0.0636884294363133,1.8640762683124905e-07,0.4782608695652176,8.2521,0.1714285714285714,7.190525823272985e-08,-0.2463768115942029,7.5618,0.0818650655239423,1.2815515077646937e-07,-0.0072463768115941,8.743549999999999,0.0600108636610537,2.082287931461112e-07,0.5797101449275364,8.1962,buzz,264
mddddddddddrr,0.0662337662337662,1.643764275987398e-07,0.4202898550724638,8.5217,0.0368832603331866,2.100740561093745e-07,0.9637681159420288,7.274199999999999,0.0725127992251279,1.310306219908296e-07,0.0507246376811594,8.73395,0.0639626074408683,1.895615067823788e-07,0.7391304347826088,8.5217,buzz,284
rafalle,0.0753848519462261,1.5636531040945244e-07,0.217391304347826,8.66725,0.1079391197038255,1.2708850856803556e-07,0.072463768115942,6.0424,0.1005010315355142,1.3086653728116826e-07,0.0434782608695652,8.7335,0.0715559420678634,1.759467280396615e-07,0.3188405797101449,8.6908,buzz,277
carêment,0.0767195767195767,1.3968146679476732e-07,0.3623188405797102,7.6417,0.0883145136227079,1.193720185464739e-07,0.1304347826086956,2.0751,0.0786267995570321,1.2003012726191866e-07,0.2463768115942029,7.5495,0.076437587657784,1.4447775847708893e-07,0.4057971014492754,7.878,buzz,265
baleye,0.0660383484440088,1.7312420169926077e-07,0.362977602108037,8.309650000000001,0.0777366472765732,1.2708850856803556e-07,0.5942028985507247,6.736,0.0870192307692307,1.077407289746687e-07,0.1014492753623188,8.5249,0.0652737613263928,1.8568743126858201e-07,0.3768115942028985,8.309650000000001,change,226
ptddddddrrrrrrrr,0.0600132714001327,2.0042131273032495e-07,0.6521739130434783,8.3315,0.0584591310751104,1.0413703934011902e-07,1.144927536231884,7.28445,0.0678876678876678,1.5223872204912406e-07,0.2318840579710145,8.359,0.057519099601404,2.2620708487166905e-07,0.7681159420289854,8.3443,buzz,285
ptdddddddddddddddddddddr,0.0644682080011627,1.688950394233668e-07,0.3768115942028985,8.9946,0.0842794486215537,1.271382973499302e-07,-0.0217391304347825,8.62495,0.0737714051137695,1.4468309081714738e-07,0.072463768115942,8.6029,0.0614588147812251,1.8412979099050537e-07,0.5144927536231885,9.06,buzz,610
ellz,0.0724991635998661,1.7015079559236105e-07,0.6086956521739132,7.3562,0.117663539852736,1.2640621331861597e-07,0.4710144927536231,5.3252500000000005,0.0783532168752253,1.2224728930705308e-07,0.1304347826086956,7.1256,0.0704316780266147,2.0394737892055105e-07,0.8115942028985507,7.4516,buzz,511
mdddddddrrr,0.0676767934372575,1.6822345664456814e-07,0.5217391304347827,8.1908,0.1241868582425857,1.0010299642083596e-07,0.2463768115942028,7.29965,0.0793650793650793,1.4186173875766457e-07,0.2318840579710145,8.2882,0.0655882029272587,1.896613269285795e-07,0.6521739130434783,8.1278,buzz,894
bgey,0.0943877551020408,1.526316479383593e-07,0.391304347826087,6.8421,0.1134953104293612,1.3539021985917405e-07,1.3122529644268774,4.8861,0.1112443778110944,1.310960473465223e-07,0.2318840579710145,6.9527,0.0899357590937729,1.6257607256201346e-07,0.4519104084321474,6.8412500000000005,buzz,535
msq,0.0691434468524251,1.8791085783706666e-07,0.5797101449275364,8.8608,0.082422405997928,1.2400645182547509e-07,0.0744400527009222,8.3225,0.0841902859941069,1.4221677105366062e-07,0.1159420289855072,8.6845,0.0658282875329917,2.0855871720220345e-07,0.8405797101449275,8.8663,change,359
ptnnn,0.0721491228070175,1.7494378300200529e-07,0.5072463768115942,7.2896,0.0957341269841269,1.3139755684074444e-07,0.1014492753623188,7.0987,0.082815734989648,1.3560341750560146e-07,0.2608695652173913,7.5924,0.0714285714285714,1.807264398413369e-07,0.5507246376811595,7.2708,change,13890
miskinaaaa,0.0723389887406312,1.595705412059803e-07,0.3188405797101449,7.64705,0.1308165057067603,1.5892992582435105e-07,-0.072463768115942,4.7998,0.085144937604028,1.288318159331479e-07,0.0517127799736495,6.9540500000000005,0.0693528693528693,1.699332352717917e-07,0.4202898550724638,7.8402,buzz,297
sreveille,0.0697327044025157,1.6546110167181748e-07,0.3623188405797102,8.4591,0.1771447562075677,2.0747536122391362e-07,0.4057971014492754,5.5359,0.0835312236169482,1.141347346136066e-07,-0.0362318840579709,7.92255,0.0651289009497964,1.883784297386683e-07,0.463768115942029,8.5534,buzz,590
squelle,0.0684991479109126,1.615567576376465e-07,0.2898550724637681,8.4873,0.1515780684653556,8.327025189960647e-08,0.1594202898550724,5.39185,0.0729084868619752,1.2641035685983238e-07,0.072463768115942,8.655550000000002,0.0672982764591997,1.735653317357243e-07,0.3840579710144927,8.4598,buzz,576
parfaaaaaait,0.0848979591836734,1.5375441227394157e-07,0.4927536231884059,6.9248,0.0965077663994072,1.218099198246635e-07,0.3832686785228475,6.8565000000000005,0.0927789060391253,1.319439288551847e-07,0.1739130434782609,6.5662,0.0795454545454545,1.6728718343068625e-07,0.5507246376811595,7.0466,buzz,299
ddw,0.0666092943201376,1.583080343910275e-07,0.5579710144927537,8.91715,0.0859202729196773,1.933831721100851e-07,0.1004611330698287,7.3353,0.0714285714285714,1.3048194442908452e-07,0.3768115942028985,8.5042,0.0649025069637883,1.7725959497849045e-07,0.6231884057971014,9.0665,buzz,530
20bal,0.0749082838065888,1.5703468125652598e-07,0.1521739130434783,8.550149999999999,0.0512820512820512,8.090968158451604e-08,-0.144927536231884,5.6664,0.0827586206896551,1.4256950339958253e-07,-0.0454545454545454,8.3362,0.0744190020505809,1.6299087884660857e-07,0.2536231884057971,8.7137,buzz,240
nptki,0.0632987055816637,1.69626320025039e-07,0.3623188405797102,8.604,0.1224683544303797,1.3099313261826752e-07,0.9420289855072462,8.7589,0.0725901253918495,1.3095380156120844e-07,0.1594202898550725,7.3529,0.0619047619047619,1.817161423835491e-07,0.4202898550724638,8.86385,buzz,216
baaal,0.0740402065578133,1.716127075138032e-07,0.3840579710144927,8.646,0.0345956054230949,4.200148657759865e-07,1.7101449275362322,4.4751,0.0782312925170068,1.288329257795072e-07,0.072463768115942,8.6607,0.072011883659094,1.877336746078031e-07,0.463768115942029,8.646,buzz,226
tappl,0.0638098741598516,1.827207398602411e-07,0.4902792506185932,8.7274,0.0873563218390804,1.4014459933200265e-07,0.0,5.2682,0.0877593755948981,1.5857469015215577e-07,0.1304347826086956,8.2817,0.0591282897627609,2.0841224000419265e-07,0.6304347826086956,8.822,buzz,242
tchuips,0.1104279553597983,1.6060152652655096e-07,0.2536231884057971,7.77945,0.1392717497556207,1.1006179434609657e-07,-0.0942028985507245,7.463699999999999,0.1206269720890154,1.4213071489590276e-07,0.0942028985507246,7.667949999999999,0.1091159936864244,1.842784573428641e-07,0.3840579710144927,7.85605,buzz,318
penav,0.0669949283069732,1.7480649970116026e-07,0.3840579710144927,9.05415,0.1214539007092198,8.470470869555217e-08,-0.1159420289855072,3.9135,0.0830873025025948,1.2560770296012164e-07,0.0,7.8185,0.0645134263332076,1.944824562583782e-07,0.4347826086956524,9.3378,buzz,280
ptdddddddrr,0.065156167135882,1.9121575850876995e-07,0.5434782608695653,8.830400000000001,0.0553775743707093,1.6048623048963606e-07,-0.15527950310559,4.8102,0.0682692307692307,1.4497525909357334e-07,0.1014492753623188,8.8188,0.06464298239723,2.106541264336613e-07,0.7028985507246377,8.8357,buzz,616
lnouveau,0.0651629072681704,1.671967431083024e-07,0.2318840579710145,8.0561,0.0789915966386554,1.169341803252025e-07,-0.2608695652173913,8.4162,0.0797895902547065,1.4283524108050473e-07,-0.0217391304347825,7.8153,0.0637029776137123,1.807949178691549e-07,0.3550724637681159,8.05845,buzz,271
bhhh,0.0676086398222859,1.6508052896273614e-07,0.4565217391304347,7.86085,0.0972938144329896,1.4699888744014208e-07,0.9130434782608696,6.5056,0.0846267503099586,1.2916798344790885e-07,0.2440711462450592,7.89495,0.0651677312915098,1.8516918699913004e-07,0.4782608695652176,7.8838,buzz,317
mddddddddrrrr,0.0670277589708869,1.729823181871748e-07,0.5217391304347827,8.1979,0.044047619047619,1.0350622682963583e-07,-0.144927536231884,7.6135,0.0793425857007118,1.4242453192978846e-07,0.1666666666666666,7.9059,0.0642499263188918,1.8767055693756162e-07,0.6956521739130433,8.2742,buzz,448
ptdddddddddddddddddddr,0.064685344412314,1.7820369782495684e-07,0.4492753623188405,8.915299999999998,0.05,1.2014899852563198e-07,-0.0289855072463767,8.1369,0.0702403557459791,1.4249826648546737e-07,0.1449275362318841,8.816099999999999,0.0631578947368421,2.0057053268370565e-07,0.6231884057971014,8.9214,buzz,807
ptddddddddrrrrrrr,0.0610859728506787,1.9443886467016685e-07,0.753623188405797,8.4827,0.05,1.2014899852563198e-07,-0.0289855072463767,8.1369,0.0599109143997908,1.4856019116886698e-07,0.1159420289855072,8.80665,0.0614139712488768,2.2980448804861954e-07,0.963768115942029,8.466650000000001,buzz,211
trnql,0.0666666666666666,1.842215980969929e-07,0.5217391304347827,7.716,0.1265306122448979,1.3103037647996753e-07,-0.0869565217391303,5.9639,0.0663871418588399,1.7072641925307785e-07,0.6231884057971014,8.2376,0.0666603720139741,1.9286621624111745e-07,0.4927536231884059,7.4889,change,1871
magl,0.0707238939081798,1.666612261274249e-07,0.4635913750441852,8.5525,0.0993886230728335,1.0460489441161705e-07,-0.181159420289855,9.19415,0.0761845930232557,1.4056825061084453e-07,0.1304347826086956,8.581949999999999,0.0690201385672378,1.847252426499617e-07,0.6231884057971014,8.5312,buzz,2689
lacel,0.0645552094150225,1.931947750989083e-07,0.4492753623188405,9.4467,0.0952045173525021,2.0089560476710247e-07,-0.0942028985507246,3.11215,0.0673800606771566,1.546983971668054e-07,0.1594202898550725,8.921,0.0633647798742138,2.0940303047518185e-07,0.6231884057971014,9.5677,buzz,481
-commence,0.4015810276679842,1.767869857461716e-07,0.1617801051190808,7.263,0.0909480030381669,1.6820435716030232e-07,0.0217391304347826,6.48485,0.5357142857142857,1.76387738459011e-07,-0.0037579938064367,7.9324,0.25,1.8297940582954865e-07,0.753623188405797,5.8563,buzz,343
truq,0.0780273367014138,1.427232720451015e-07,0.2318840579710145,9.017,0.046895256142231,1.104495895467724e-07,-0.1594202898550724,8.67845,0.0806526806526806,1.348095041376019e-07,0.1594202898550725,8.8806,0.0771929824561403,1.498458210625341e-07,0.2898550724637681,9.0679,buzz,364
pttttn,0.069207969725211,1.6853400760310166e-07,0.5362318840579711,8.124500000000001,0.1587570621468926,8.541990823375821e-08,0.463768115942029,4.8702,0.0774560909176293,1.489566262133431e-07,0.181159420289855,8.5831,0.0666666666666666,1.8520043744164162e-07,0.6521739130434783,7.9251,buzz,970
streamerais,0.1324022346368715,1.5970141130781317e-07,1.3414634146341464,4.3102,0.1183013144590495,9.578504830518521e-08,3.5121951219512195,5.9499,0.1391394864677307,1.6040709232259856e-07,1.1463414634146345,4.3158,0.1318352059925093,1.593998047503874e-07,1.390243902439025,4.3059,change,471
hololo,0.0796491228070175,1.5126077994161234e-07,0.4347826086956524,7.4043,0.1409882427268469,9.472235654043947e-08,0.0869565217391304,2.45345,0.0842710928917825,1.31060624232833e-07,0.1521739130434783,7.74365,0.078697421981004,1.6049366560677773e-07,0.5217391304347827,7.3357,buzz,557
mddddddddrrr,0.0655526974220572,1.7136756208880717e-07,0.4130434782608696,8.5307,0.1065126050420167,1.0984797875737864e-07,0.4927536231884057,7.82305,0.0735815602836879,1.369295800683373e-07,0.0579710144927536,8.6154,0.0645297789061673,1.893873883735653e-07,0.6231884057971014,8.4782,buzz,566
sériés,0.0815614664109619,1.627941882965673e-07,0.5362318840579711,6.056,0.0572675911658962,1.807268524742889e-07,0.2272727272727272,10.8013,0.0937423131055015,1.396822367206555e-07,0.4492753623188405,6.0581,0.0773855259777474,1.657187920639563e-07,0.5825379992930365,6.0322,change,1025
mdoi,0.075095742327616,1.6277104271757456e-07,0.1956521739130434,8.85325,0.0804229033024471,1.1894667557086661e-07,0.2608695652173913,4.6257,0.0907258064516129,1.2665443651613988e-07,-0.0289855072463767,8.1933,0.0728620025003882,1.7478984318484057e-07,0.2463768115942029,9.10365,buzz,367
mdddddddrrrrrr,0.0631601350920946,1.731548494535256e-07,0.6304347826086956,7.84285,0.0742439083755568,1.0777590104810553e-07,0.0911983032873806,2.4201,0.072594501718213,1.318200346461505e-07,0.2318840579710145,7.8372,0.061884842519685,2.0364647043010605e-07,0.9855072463768116,7.9388,buzz,379
kafir,0.1117245921995942,1.4960441527444486e-07,0.5724637681159421,7.3726,0.2371541501976284,8.668841471237736e-08,-0.2463768115942029,4.1654,0.1220657276995305,1.6395401374269006e-07,0.3333333333333333,5.9627,0.1044262556891403,1.4678358377413493e-07,0.6884897643877943,7.72055,change,329
ptdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,0.0655551240082117,1.846403443952434e-07,0.5217391304347827,6.8873,0.0879120879120879,1.191607622096722e-07,-0.1739130434782608,5.1408,0.0736842105263157,1.532135632140121e-07,0.2898550724637681,7.2984,0.0630435934106679,2.123113427503636e-07,0.7101449275362319,6.6723,buzz,476
sreveiller,0.0667423726247254,1.6579592024820573e-07,0.2318840579710145,8.50775,0.1265564604172198,1.5012735609646728e-07,1.1739130434782608,5.912050000000001,0.0850877192982456,1.281700877680294e-07,0.0,8.1227,0.0642515379357484,1.8314515827148026e-07,0.3043478260869565,8.6914,buzz,544
batrd,0.0783699059561128,1.476764563308231e-07,0.391304347826087,8.3382,0.0976570213412318,1.3313251040980036e-07,1.072463768115942,7.776949999999999,0.0832325338545675,1.2631985097458406e-07,0.0942028985507246,8.60475,0.0763239875389408,1.6333902996933977e-07,0.4782608695652176,8.2923,buzz,550
mdddddddddrrrrr,0.0638518568620293,1.814016556593322e-07,0.6159420289855073,8.45185,0.0761501850872554,8.780019230361512e-08,-0.072463768115942,7.1516,0.0759240759240759,1.4825905428709233e-07,0.1014492753623188,8.975,0.0598357851661359,2.296254427951223e-07,0.963768115942029,8.3834,buzz,202
ocalme,0.0712397573817177,1.5057864128640572e-07,0.3478260869565218,8.75945,0.1309523809523809,1.081972691030608e-07,-0.1739130434782608,7.5902,0.0785811072396437,1.3270250401686876e-07,0.1159420289855072,8.6318,0.0648018648018648,1.875922083570609e-07,0.6086956521739132,8.9156,buzz,650
dforce,0.0641080457433036,1.933344434393545e-07,0.3405797101449275,8.74345,0.0779897820873735,1.007471148376874e-07,0.7804878048780489,3.0496,0.0730827067669172,1.2614799122882568e-07,0.0144927536231884,8.4204,0.0626040677860599,2.159218056388114e-07,0.463768115942029,8.8239,buzz,524
dquestion,0.0655809820719044,1.6949095435811225e-07,0.3478260869565218,8.144300000000001,0.1591626559022926,2.371108364994678e-07,-0.1420396812663778,3.6055,0.0839733742959549,1.0963714525564546e-07,0.0434782608695652,8.1071,0.0637937252073566,1.90674558532046e-07,0.4057971014492754,8.218,buzz,212
lbat,0.0801120448179271,1.6544426719011617e-07,0.2753623188405797,8.9156,0.0920402986080951,2.214963555158465e-07,0.1951219512195122,5.47485,0.0865191146881287,1.3486605300494637e-07,-0.0144927536231884,9.4758,0.0760054455258001,1.8059354444179925e-07,0.4130434782608696,8.756350000000001,buzz,283
mdddddddddrrr,0.0647993311036789,1.804007034493595e-07,0.6086956521739132,8.2428,0.0788230240549828,1.214106235465984e-07,-0.1159420289855072,6.6352,0.0736633663366336,1.393890312148595e-07,0.1304347826086956,8.1336,0.0618682467758801,2.030282942519753e-07,0.8550724637681161,8.3593,buzz,361
ptddddddddddddddddddr,0.0633560922480978,1.796379122892705e-07,0.5072463768115942,8.8692,0.0564285714285714,1.255342058737238e-07,-0.0724637681159419,7.503150000000001,0.069988874266221,1.5154344273718965e-07,0.1014492753623188,9.0326,0.0616205871178781,2.0506576846269969e-07,0.7391304347826088,8.82175,buzz,967
esportif,0.1211455641688199,2.080366896364397e-07,1.6585365853658538,4.7592,0.1947115384615384,7.987418983587951e-08,0.0,3.5671,0.1265553752221964,1.8390686402126946e-07,2.0243902439024395,5.1946,0.1192580208582119,2.112015160750937e-07,1.6585365853658538,4.7592,change,257
rafaler,0.0776242700470018,1.7343796567964193e-07,0.391304347826087,7.4723,0.0878628836980052,1.2548226046510714e-07,0.2391304347826087,5.6464,0.0779931922450791,1.4560751066032397e-07,0.0434782608695652,8.1982,0.0771802744133984,1.8077198934757802e-07,0.4782608695652176,7.391199999999999,change,1241
mdder,0.0708404651631091,1.6358303001413358e-07,0.3768115942028985,8.64935,0.065040650406504,1.1224729134975157e-07,-0.1739130434782608,5.0655,0.072289156626506,1.2327271241244092e-07,0.1159420289855072,8.7017,0.0706462991234117,1.9187188655645744e-07,0.4347826086956524,8.6484,buzz,235
mddddddddddrrr,0.0611321451657586,1.6861576945162e-07,0.391304347826087,8.2756,0.05,1.2014899852563198e-07,-0.0289855072463767,8.1369,0.0701754385964912,1.4607384350950212e-07,0.217391304347826,8.1336,0.0605091296814607,1.832712172513589e-07,0.4782608695652176,8.4685,buzz,253
mdde,0.0689900115146931,1.6210028675260517e-07,0.4492753623188405,8.3591,0.191946922900938,1.1070668132733113e-07,1.028985507246377,5.0306,0.071917808219178,1.44038284763449e-07,0.1304347826086956,8.6042,0.0683634195179496,1.7646282361912937e-07,0.5869565217391306,8.2761,buzz,722
-arrête,0.0918655895017661,1.6223708859241357e-07,0.4782608695652176,6.94115,0.1009187809068215,1.2249510409622386e-07,0.236824769433465,7.8356,0.0763876631575165,1.3158771370013898e-07,0.3985507246376811,7.4199,0.0989748443876884,1.7568891376121025e-07,0.601449275362319,6.82355,buzz,495
prsnne,0.0693365063131433,1.657335555919211e-07,0.4074440052700923,8.8543,0.0907265936677701,7.252228684360034e-08,0.072463768115942,4.9902,0.0919540229885057,1.322810957723925e-07,0.1449275362318841,8.3736,0.0674132138857782,1.813642568973517e-07,0.5507246376811595,8.9537,buzz,337
mrespect,0.0655889884763123,1.738313874860943e-07,0.217391304347826,8.925,0.166785668749203,1.2048906411705358e-07,0.0144927536231884,6.1992,0.0761904761904762,1.4560751066032397e-07,0.072463768115942,8.3736,0.0641584158415841,1.922924533962265e-07,0.2463768115942029,9.03,buzz,239
rainté,0.0709983169456993,1.931787625780973e-07,0.4057971014492754,8.5571,0.0767103035329078,1.2474323688141105e-07,0.1884057971014492,7.4533,0.0693512304250559,1.694923162646411e-07,0.0434782608695652,8.5291,0.0709719682864302,1.954352446231844e-07,0.4492753623188405,8.5899,change,1386
kehba,0.0654761904761904,1.570775744586127e-07,0.4057971014492754,7.9393,0.0724137931034482,1.2196473496296696e-07,0.1449275362318841,5.1408,0.073694428266356,1.3140441565873837e-07,0.1159420289855072,8.208649999999999,0.0628405110047267,1.7654648698884978e-07,0.5507246376811595,7.80185,buzz,1907
khla,0.0707636172678545,1.624998126870823e-07,0.4347826086956521,8.24025,0.1102475289346962,3.952971377733573e-07,1.7809965237543453,7.2362,0.0863115036185533,1.3991261019894946e-07,0.1851119894598155,7.22615,0.0686456400742115,1.758005394871125e-07,0.5072463768115942,8.4425,buzz,386
tâleur,0.0691003161828111,1.6239315884004014e-07,0.4492753623188405,7.9294,0.202410707086995,1.2449808229190985e-07,0.086627140974967,5.79955,0.0708198648251542,1.5150709872311845e-07,0.4782608695652176,7.5909,0.066782558307982,1.70229648228856e-07,0.4492753623188405,8.1513,buzz,344
mdddddrrrrrrrrr,0.0715686274509803,1.8806928668686642e-07,0.6086956521739132,7.7372,0.1052353252247488,1.261060202541319e-07,-0.072463768115942,5.3333,0.0825418362731795,1.4098119130290688e-07,0.1014492753623188,8.2358,0.0685913326592675,2.2176097480556625e-07,0.826086956521739,7.6,buzz,277
sweg,0.0917299970165075,1.5455559485768805e-07,0.5362318840579711,4.969950000000001,0.0959451741861793,1.4055568794436633e-07,0.5797101449275364,4.8372,0.0876615245088895,1.5046629848715084e-07,0.463768115942029,5.198650000000001,0.0956937799043062,1.617318308566533e-07,0.6231884057971014,4.6947,buzz,1904
ptdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,0.0683282891223072,1.7279899141545468e-07,0.3975155279503105,6.6227,0.2875816993464052,7.005426985258257e-08,-0.2318840579710145,5.5224,0.088235294117647,1.1868269233366217e-07,0.072463768115942,7.2133,0.0650865649521009,2.040718121304521e-07,0.5217391304347827,6.5009,buzz,442
ptdddddddrrrr,0.064311860639932,1.8809286116803682e-07,0.6304347826086956,8.613199999999999,0.061721872248188,9.997112727501597e-08,-0.2463768115942028,7.69435,0.0696481812760882,1.43261679168295e-07,0.217391304347826,8.4629,0.0624463256042203,2.200420347981605e-07,0.8550724637681161,8.6702,buzz,714
twerké,0.0669677419354838,1.949463749363589e-07,0.5652173913043479,7.1786,0.0617345259875907,1.4856748130776697e-07,0.253623188405797,6.097,0.0566707717569786,1.418445879221077e-07,0.2826086956521739,6.526199999999999,0.0670943597968457,1.978162499596214e-07,0.5797101449275364,7.2046,change,1280
ptdddddddddrr,0.0626927029804727,1.886809900024024e-07,0.5797101449275364,8.836,0.0147995889003083,1.296103345446411e-07,1.434782608695652,3.8672,0.073053770023467,1.3845155139714128e-07,0.2898550724637681,8.1247,0.0606060606060606,2.298582108855604e-07,0.8840579710144926,9.1593,buzz,318
chmoi,0.0678787878787878,1.804536417105753e-07,0.3188405797101449,9.3891,0.0586717975131328,1.2557106557194976e-07,0.5942028985507247,7.6303,0.0712259371833839,1.496109751011142e-07,0.1159420289855072,9.3296,0.0674232085996791,2.217491878678841e-07,0.4710144927536233,9.4377,buzz,402
mdddddrrrrrr,0.0656757690978223,1.8344923547838613e-07,0.5797101449275364,7.7264,0.0380952380952381,8.686345513363964e-08,-0.2608695652173913,7.0901,0.07710531020919,1.419944723918261e-07,0.1739130434782609,7.785299999999999,0.0638651588819795,2.086736647341716e-07,0.7391304347826088,7.7242,buzz,967
jlapl,0.0663165134092293,1.885483024132382e-07,0.3623188405797102,9.53805,0.0880503144654088,9.036118258684213e-08,-0.1594202898550724,5.7007,0.0715514019783017,1.5781774267957759e-07,0.072463768115942,9.4636,0.0642204538756262,2.1733703553674906e-07,0.5362318840579711,9.6031,buzz,562
fraaa,0.1106783511846803,1.480989081089004e-07,0.463768115942029,5.309,0.0956773291480759,1.473424643136968e-07,0.0652173913043478,7.752599999999999,0.1073170731707317,1.481206829391292e-07,0.5072463768115942,5.5997,0.1213083127821109,1.4764565350675965e-07,0.4855072463768116,4.437150000000001,buzz,291
ololoooo,0.0642405063291139,1.8684707649429695e-07,0.5652173913043479,7.8855,0.0720347105813618,1.172862098705237e-07,8.971014492753623,4.220000000000001,0.0676890534108937,1.3087686727354596e-07,0.1594202898550725,7.7008,0.0631976787652806,2.0261356495199038e-07,0.681159420289855,7.9128,buzz,757
euw,0.1319214241866175,1.1689982437064964e-07,0.6341463414634145,4.4605,0.0985603543743078,1.0644825460102109e-07,0.0,6.0896,0.1421023790430366,9.737964067655397e-08,0.1951219512195122,4.47095,0.1314212936315517,1.203468153052014e-07,0.6521739130434783,4.45285,change,1412
lourdax,0.0739081746920492,1.8657336909194019e-07,0.4347826086956524,7.7241,0.1138346725460334,1.153425597442461e-07,0.200592885375494,4.45125,0.0754446356855995,1.4690101724403793e-07,0.0144927536231884,8.43,0.0737482982937692,1.906744753533388e-07,0.4927536231884059,7.65985,change,1559
ptttttttdr,0.0696239043760309,1.6077679505350173e-07,0.3333333333333333,8.60015,0.1385154880187025,7.395825003501773e-08,-0.0434782608695651,7.5328,0.0739015680794907,1.3827735338448556e-07,0.0434782608695652,8.9257,0.0670522622049659,1.7857949689323325e-07,0.5072463768115942,8.5862,buzz,216
ftggg,0.0800370113347212,1.461703888933928e-07,0.3333333333333333,7.8391,0.0239316239316239,3.992287635494697e-07,-0.0144927536231884,5.2209,0.1027181581666384,1.172872345907497e-07,0.1159420289855072,7.3338,0.0779265793322308,1.600232390884933e-07,0.3840579710144928,7.953749999999999,buzz,237
jmentend,0.0614265101785273,1.8168341086709922e-07,0.601449275362319,8.196750000000002,0.0404858299595141,9.582659593969257e-08,-0.0579710144927536,4.2206,0.0676070038910505,1.289054321052457e-07,0.1159420289855072,7.1203,0.0597006978619994,1.9939188825314025e-07,0.7971014492753623,8.48115,buzz,246
ptdrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,0.0703689573025846,1.807558910690523e-07,0.6231884057971014,6.689,0.1143570536828963,1.1530999769283377e-07,0.9565217391304348,4.6296,0.0921529175050301,1.5135508142807901e-07,0.2028985507246376,7.5773,0.0674788151944062,2.014094278955478e-07,0.7608695652173914,6.4826,buzz,403
revine,0.0639334627773934,2.0045946466367138e-07,0.6376811594202898,6.5176,0.1073928876500472,9.560735613878813e-08,0.5217391304347827,6.0701,0.0702109916520601,1.8831620719195454e-07,0.6739130434782609,6.6434,0.0583214793741109,2.3344453284949885e-07,0.5362318840579711,6.2699,buzz,253
-bouge,0.4230769230769231,1.858281563515112e-07,0.0597119830520546,7.6929,0.1541274817136886,1.385421938683891e-07,0.391304347826087,5.8941,0.5714285714285714,1.8469099777959609e-07,-0.0012246987870001,7.9481,0.2068965517241379,2.0778799054890906e-07,0.3281094377553175,6.9592,buzz,223
teamer,0.1640701577446144,1.0699199080984416e-07,0.4390243902439025,4.96365,0.0580693815987933,1.2082123176674437e-07,0.1594202898550725,6.9293,0.2248575105717963,8.498716608496619e-08,0.1219512195121951,4.9755,0.1449880595058259,1.1999221406904874e-07,0.5752916224814423,4.955550000000001,buzz,204
sadlife,0.0648749709739641,1.6328205674653226e-07,0.4963768115942029,5.84455,0.0951365568070373,6.92908712739681e-08,0.1958289148108873,3.61335,0.0597785977859778,1.341537981840244e-07,0.4492753623188405,5.9172,0.0650293414475114,1.7219891677774357e-07,0.5362318840579711,5.8371,buzz,276
obah,0.1133780760626398,1.9039730144102649e-07,1.4390243902439026,2.9644,0.1252178459393517,2.034371365365886e-07,1.4390243902439026,3.022,0.115012211772662,1.8002681994506426e-07,1.5975609756097562,3.03595,0.103243033169158,1.969971121622497e-07,1.186807095343681,2.92025,change,282
fatiguey,0.0867611814540257,1.585279575215711e-07,0.4855072463768117,6.8178,0.1628122109158186,1.2849482296233216e-07,0.0,7.9299,0.0948610464213631,1.3925800470936654e-07,0.2608695652173913,6.811,0.083118140787203,1.6975800879496176e-07,0.5869565217391306,6.7958,buzz,553
ololooo,0.0665977430374186,1.755645738009865e-07,0.463768115942029,7.93155,0.1617706237424547,1.1922580877527745e-07,-0.0434782608695651,5.3505,0.0714734950584007,1.3505059814405286e-07,0.0942028985507246,7.558,0.0641258318209316,1.9625923821767325e-07,0.5942028985507247,8.1066,buzz,907
aoé,0.0749663324854107,1.605670655291914e-07,0.4057971014492754,5.9827,0.0989530277306168,1.4847015231824073e-07,0.0256916996047431,6.5044,0.0696162979627546,1.5172483614702033e-07,0.3043478260869565,7.6515,0.0765742404516223,1.658485746292479e-07,0.4927536231884059,5.349,change,299
