,clusteringCoefficient_networkit,PageRank_networkit,betweennessInComm_toScale,lengthMean_rw,clusteringCoefficient_networkit_innov,PageRank_networkit_innov,betweennessInComm_toScale_innov,lengthMean_rw_innov,clusteringCoefficient_networkit_prop,PageRank_networkit_prop,betweennessInComm_toScale_prop,lengthMean_rw_prop,clusteringCoefficient_networkit_fix,PageRank_networkit_fix,betweennessInComm_toScale_fix,lengthMean_rw_fix,type,nb_users
jitter,0.1295434273687697,1.0667164106217654e-07,0.5975609756097562,4.09605,0.0998436673323903,2.179286729580413e-07,0.558501237186285,5.20335,0.1551643342784206,8.952820275928721e-08,0.2195121951219512,4.3072,0.1266785436355703,1.1083350153846321e-07,0.7073170731707318,3.95885,change,244
jalousiiiiie,0.0805756520307262,1.663395004458058e-07,0.4347826086956524,6.96105,0.1497584541062802,1.005481448709189e-07,1.064889918887601,8.4641,0.0921861281826163,1.3627755212791885e-07,0.4347826086956524,6.9517,0.076078466651392,1.7322377325351179e-07,0.4275362318840581,6.929,buzz,270
selfie,0.0930435877070868,2.1566162958533978e-07,0.6956521739130433,6.7219,0.0947518560509088,2.2062072316876306e-07,0.4545454545454545,7.9887,0.105943461514522,2.2662076349313746e-07,0.5454545454545455,8.64375,0.0925485473430678,2.1537736242206506e-07,0.6956521739130433,6.6673,change,62675
brissance,0.1146051712089448,2.3810851081872378e-07,0.4782608695652176,7.3463,0.2566137566137566,1.0711262566523076e-07,-0.217391304347826,7.9727,0.1261134845561755,1.737137735646082e-07,0.0579710144927536,8.0129,0.1083381889352038,2.698844617925508e-07,0.7101449275362319,7.21775,buzz,301
huuuuuurle,0.0785903929409269,1.730412778602539e-07,0.5144927536231885,6.0038,0.0832049306625577,1.2734137419189945e-07,0.0869565217391304,6.0238,0.0922674051637528,1.3925385801868449e-07,0.3985507246376811,6.604,0.0764423076923077,1.8025930517594282e-07,0.5454545454545455,5.9356,change,486
balecouilles,0.0766713417484806,1.76918313370366e-07,0.6521739130434783,6.7856,0.1064257028112449,1.3035071453194637e-07,-0.144927536231884,4.9873,0.0738636363636363,1.6185672830839213e-07,0.5942028985507247,7.1021,0.0771969804871101,1.9580769625571026e-07,0.753623188405797,6.3581,buzz,788
nsmmmm,0.0766823161189358,1.720087234683527e-07,0.6231884057971014,7.0105,0.1132075471698113,8.250672165383e-08,-0.1884057971014492,5.342,0.0883647245203308,1.4164088804441733e-07,0.6014492753623188,6.9681,0.0732909389772802,1.9197272855016914e-07,0.6887351778656126,7.1669,buzz,319
balécouille,0.0724424438218016,1.7992355442046307e-07,0.463768115942029,7.9021,0.0823529411764705,7.754804054940439e-08,-0.0507246376811594,6.6439,0.0689693135020616,1.4745701270372094e-07,0.1324110671936759,9.0081,0.0741026591749617,1.922967485421177e-07,0.5724637681159421,7.630599999999999,buzz,233
ubers,0.0870835768556399,2.507237197081772e-07,0.9090909090909092,5.2297,0.0770448189674546,3.838087954232545e-06,4.745388669301713,3.0871500000000003,0.0930929263096165,1.7710819617893017e-07,1.0154808959156785,4.7237,0.0793756967670011,2.8448190649393016e-07,0.7804878048780489,6.0753,change,240
mashallux,0.0601295097132284,2.1069043169399815e-07,0.6956521739130433,6.7969,0.0516712073529645,1.4766581250792116e-07,1.1231884057971016,7.623,0.0604040203005274,2.0773247473531602e-07,0.8985507246376812,7.5319,0.0599251897803402,2.1177503223628157e-07,0.6376811594202898,6.582000000000001,change,903
heinquoi,0.0599874877111448,2.440714322002915e-07,0.4146341463414635,5.8798,0.0775956284153005,1.810344862567132e-07,0.1304347826086956,6.777,0.0587412587412587,3.3993551213620426e-07,0.8115942028985507,5.7002,0.0570228904239469,2.3396013089447426e-07,0.4057971014492754,5.7836,change,317
orv,0.062206572769953,1.92008789811343e-07,0.6086956521739132,5.871,0.0980392156862745,1.274990590674495e-07,0.3333333333333333,7.6593,0.0612930928720402,1.7286315388534512e-07,0.6956521739130433,6.1484,0.062206572769953,2.3593304407929494e-07,0.5217391304347827,5.4903,change,808
ggwp,0.130758275922149,1.411808219046019e-07,0.8181818181818182,4.43855,0.0960410557184749,1.0262336945412375e-07,0.184589800443459,6.55445,0.1379481414490416,1.2056363558182044e-07,0.5825379992930365,4.3199000000000005,0.1254883312776973,1.5749561693243584e-07,0.9878048780487806,4.51265,change,1536
-lève,0.493073593073593,1.7843956647924938e-07,0.0578880725033732,7.840149999999999,0.6,2.501148402078355e-07,-0.0342754225842287,14.0406,0.525,1.771862330333322e-07,0.0,7.9324,0.3598901098901098,1.7357327785088977e-07,0.6341020097994845,7.0403,buzz,361
jpanique,0.0563347358578775,2.596711708174386e-07,0.6666666666666666,6.5323,0.0681855736069746,1.6201555844884736e-07,0.4710144927536233,7.2719,0.0540841044440935,2.7470751301720613e-07,0.717391304347826,6.504099999999999,0.0600164541341011,3.0320486142453134e-07,0.6666666666666666,6.075,change,1122
gayshit,0.1456622785306151,1.626548118776856e-07,0.8421703782255215,5.1558,0.0733423311184938,2.213280182525299e-07,0.3851184164015553,5.101850000000001,0.1471109370432203,1.5846224645957654e-07,0.9756097560975612,5.13145,0.1472569808164469,1.898861698453447e-07,0.5975609756097562,5.2568,buzz,214
auto-fav,0.0999403949468865,1.774155253268495e-07,0.6014492753623188,5.87115,0.1222925016529667,1.2487334684672457e-07,0.6363636363636364,9.02935,0.1020269315049126,1.5486269229631716e-07,0.3333333333333333,6.3791,0.0997712358963816,2.092719237152279e-07,0.873847167325428,5.72295,buzz,211
potg,0.1184539007092198,1.909420259972285e-07,1.6585365853658538,4.2721,0.1094361308567745,3.9459785544732964e-07,3.4390243902439024,4.6231,0.1121397012413212,2.3738027376516653e-07,2.26829268292683,4.2963,0.1232142433937669,1.8503541058398755e-07,1.5169671261930011,4.24945,change,575
oclm,0.0670703306939916,1.861007147765432e-07,0.5797101449275364,9.0298,0.0758400329828901,1.5052145250526426e-07,0.1449275362318841,7.9411,0.0670703306939916,1.6731105642501945e-07,0.5652173913043479,9.1483,0.0670015338064311,2.1067785530539099e-07,0.601449275362319,8.934,buzz,1351
masculiste,0.0727272727272727,1.732903323070948e-07,0.6811594202898551,6.0531,0.1009477236868227,4.6674910658016294e-07,1.9545454545454548,9.6046,0.0735266346975948,1.639442789707481e-07,0.4782608695652176,6.3055,0.0714080565883216,1.9430616532887934e-07,0.8840579710144926,5.451549999999999,buzz,599
0909,0.0705837981639663,1.6991533039898338e-07,0.5797101449275364,7.1963,0.1209480692410119,1.3064497857223435e-06,19.90909090909091,10.824,0.0650279207971515,1.5959932002646858e-07,0.6811594202898551,7.98825,0.0724896019013666,1.7134010330961077e-07,0.5217391304347827,6.9493,change,670
jspas,0.0655466843037767,2.1135550923775235e-07,0.7101449275362319,6.803649999999999,0.0865306122448979,1.134451730838463e-07,0.3043478260869565,5.6911,0.0621945399007254,2.3234755850661834e-07,0.7318840579710144,7.85505,0.0662670662670662,2.1526066277878613e-07,0.7246376811594202,6.6614,change,442
ce-for,0.0735524256651017,2.054681258972961e-07,0.5797101449275364,7.0184,0.1174969987995198,1.2591796669835845e-07,0.0724637681159419,5.4917,0.067833168153938,2.203310259069595e-07,0.4347826086956524,8.1523,0.0735294117647058,2.08419902543794e-07,0.5942028985507247,6.936,change,834
yih,0.0659113008920644,2.736984394806164e-07,0.753623188405797,8.7406,0.0769979340201323,2.088338295284908e-07,0.8196457326892108,8.58135,0.0630039040245521,3.2997767208464815e-07,0.891304347826087,9.2353,0.0631095811818703,3.019468332354972e-07,0.7391304347826088,8.6575,change,242
okm,0.0699958771387342,1.667628867756289e-07,0.391304347826087,7.0264,0.0995868667101543,1.2820364066601014e-07,0.1808059384941677,6.01665,0.0696969696969697,1.461703888933928e-07,0.3333333333333333,7.9136,0.0702947845804988,1.7387462002640078e-07,0.5909090909090909,6.5637,buzz,208
ouhloulou,0.0713353627961186,2.0839791876116038e-07,0.6521739130434783,6.21495,0.0947047590331172,2.2061269460736015e-07,0.33300395256917,8.32955,0.0675596971461852,1.9692820966296365e-07,0.6376811594202898,7.359,0.0722874112704621,2.1519756995097825e-07,0.6666666666666666,5.8763,change,1249
maudît,0.0839901281745084,2.0320570913146722e-07,0.6585365853658538,6.9646,0.1050925925925925,1.7329677315827246e-07,0.6739130434782608,7.1880500000000005,0.0852994555353902,1.7189927667565533e-07,0.5652173913043479,7.7922,0.0787497332189698,2.136087629325638e-07,0.7463768115942029,6.5638000000000005,change,245
malaisants,0.076109175994771,2.3098779705769418e-07,0.7621067515022977,5.28375,0.0636467585689587,3.2105313733007215e-07,0.6449275362318841,6.2784,0.0721263583094344,2.0264476239069366e-07,0.7971014492753623,5.31585,0.0800105105300184,2.3718122075393986e-07,0.7114624505928853,5.16655,change,596
salput,0.0584453535943892,2.359746731932412e-07,0.5797101449275364,6.1766,0.1219470244238046,1.6162923716584358e-07,0.5,5.6817,0.0583358010068107,1.85846949800532e-07,0.6956521739130433,6.7196,0.0579710144927536,2.47911697268398e-07,0.5507246376811595,6.0958,change,1626
-roule,0.5,1.8327602423184026e-07,0.0061674356567719,7.3991,0.3611111111111111,2.0407521525130646e-07,-0.0346582577431995,5.36745,0.5664160401002506,1.8023112863258626e-07,-0.0001373414534736,8.081949999999999,0.2,1.8142545405941976e-07,0.2743663805635938,6.1229,buzz,212
przez,0.1468743643636856,9.633252674529024e-08,-0.037037037037037,6.6052,0.2567567567567567,8.298083126500474e-08,-0.1925465838509316,2.9356,0.1344247439047395,9.479550988217772e-08,-0.015527950310559,6.3925,0.1764911014911014,1.012361222701652e-07,-0.0597704114992262,6.9467,change,222
mignonance,0.0672032193158953,2.000139112944291e-07,0.5942028985507247,7.4654,0.0472334682860998,1.0732783246993173e-07,-0.0289855072463767,4.5769,0.0759089266205015,1.5004192192279585e-07,0.2101449275362318,7.71685,0.0647504131146528,2.1425600056025878e-07,0.7246376811594202,7.405749999999999,buzz,876
blss,0.0671686218968422,1.6898423218567605e-07,0.463768115942029,8.8525,0.0956043956043956,1.225846636334087e-07,0.4347826086956524,7.8321,0.0724355722649308,1.5641895270335906e-07,0.4130434782608697,9.04065,0.0655026093742379,1.732692210381629e-07,0.4927536231884059,8.8342,buzz,258
emojie,0.0674050632911392,1.812765597227884e-07,0.5652173913043479,7.152,0.0483267595217551,1.0225740194795287e-07,0.1521739130434783,7.06795,0.0764423076923077,1.569976624654509e-07,0.4202898550724638,6.8723,0.0672903650989191,1.8644526828625785e-07,0.6159420289855073,7.1579,change,310
gavax,0.0717948717948717,1.7729467526940686e-07,0.3623188405797102,8.7752,0.1311877667140825,1.1328699890652565e-07,0.1739130434782609,7.49375,0.0678787878787878,1.7397616861574477e-07,0.1304347826086956,9.2062,0.0731867058198273,1.8072832021939654e-07,0.4492753623188405,8.556149999999999,buzz,317
heinkoi,0.0575959128590707,2.89386876457186e-07,0.6521739130434783,6.6237,0.0743187131623009,1.0523958963586873e-07,0.8115942028985508,7.2918,0.0489282738771491,3.390057365278052e-07,0.5942028985507247,6.6828,0.0599110330617048,2.87481468143124e-07,0.6521739130434783,6.5352,change,487
jmblc,0.0655852471672062,1.87073737950323e-07,0.4927536231884059,6.808,0.1196606195528608,1.3079314513513666e-07,0.0579710144927536,9.08125,0.0693317222790221,1.850705576962841e-07,0.463768115942029,7.8642,0.0652678476207887,1.884314057302046e-07,0.4927536231884059,6.58375,change,1196
nsmm,0.0832958563172845,1.6871423611298585e-07,0.5797101449275364,7.5866,0.1146997929606625,1.274990590674495e-07,0.0,5.966,0.0949735808156076,1.461460086044463e-07,0.4057971014492754,7.8143,0.0791789496669942,1.778153405212218e-07,0.7037822552138565,7.5866,buzz,216
ricra,0.0650343055004415,2.0100407684860449e-07,0.5217391304347827,9.27455,0.0555555555555555,1.1900862360239841e-07,0.5797101449275364,6.4627,0.0594702837495749,1.8620461781274162e-07,0.4782608695652176,9.1514,0.0657919072597923,2.153721131623228e-07,0.5652173913043479,9.3686,buzz,463
crimetime,0.0610539723176358,2.503262092626131e-07,0.7246376811594202,6.081049999999999,0.0798258345428156,1.4464144556003333e-07,0.3043478260869565,6.3915,0.0572390572390572,2.62900639694442e-07,0.8405797101449275,6.3707,0.0620976353928298,2.594583516275916e-07,0.6956521739130433,5.9487000000000005,change,1327
baé,0.0716314935064935,2.191627952433596e-07,0.639751552795031,7.2394,0.1073439230640583,3.362150682747384e-07,1.1690687361419072,4.27,0.0687074829931972,2.129384678166397e-07,0.8260869565217392,7.7477,0.0748027946810908,2.2677227170629394e-07,0.5507246376811595,6.5923,change,413
mskna,0.0614201275049643,1.9618701647968562e-07,0.6086956521739132,7.206300000000001,0.0707804849271429,1.3668474801876492e-07,-0.0217391304347826,8.26135,0.0567900011165381,1.6624697548115406e-07,1.0119273933239104,8.105550000000001,0.0617150809062705,2.004372944938999e-07,0.5942028985507247,7.112399999999999,change,1747
lifegoal,0.0733758148392294,2.536075147715281e-07,0.9545454545454546,5.2021,0.1081267217630854,3.8128997650884754e-07,-0.0454545454545454,8.6311,0.0711125158027812,2.506263859139091e-07,0.8260869565217392,5.4393,0.0835952231301068,2.560306389638729e-07,1.1363636363636365,4.8297,change,724
perfff,0.0693214740984183,1.784484853700218e-07,0.4420289855072464,6.1625,0.0864245054124673,1.0094197596678155e-07,-0.1014492753623187,3.65925,0.0735524256651017,1.690688364236346e-07,0.3043478260869565,6.2304,0.0643642169360627,2.019648459907872e-07,0.7681159420289856,6.154,buzz,265
mskk,0.0669587440671778,1.901880312399043e-07,0.5362318840579711,7.6623,0.1029323882982419,1.0509892861581585e-07,0.9420289855072462,9.101,0.0698451981470849,1.7947569548789446e-07,0.4927536231884059,8.354700000000001,0.0639423076923076,1.986811706553903e-07,0.6521739130434783,7.3418,buzz,442
balekouy,0.0633233988906551,2.038536259932318e-07,0.6811594202898551,6.84545,0.0664856585909217,1.1721689547313463e-07,0.0072463768115942,6.964,0.0578276413594459,2.1023794649911133e-07,0.7028985507246377,7.1862,0.0685020861662192,1.950481708669089e-07,0.6231884057971014,6.5101,buzz,767
ballecouilles,0.0816505706760316,1.6177559111264588e-07,0.4927536231884059,6.5596,0.0984177215189873,1.2536010784898313e-07,-0.217391304347826,6.2112,0.0827424837267563,1.6953508225473073e-07,0.6159420289855073,7.054,0.0809912891813415,1.5974461303793485e-07,0.4441498762813715,6.2668,buzz,322
1v9,0.1449290279200135,1.2381620563910206e-07,0.8204312477907388,4.5421,0.1522356162221053,1.5945593486675054e-07,0.7854767184035476,4.3569,0.1483033095936321,1.2219310708728553e-07,0.902439024390244,4.5266,0.1419608544105818,1.241106706781526e-07,0.804878048780488,4.557,change,711
aïs,0.0968647289986729,1.3062549072232312e-07,0.4855072463768117,5.85825,0.1111111111111111,7.38980571906245e-08,-0.0909090909090909,6.7359,0.0860576923076923,1.295000315379488e-07,0.4782608695652176,6.7982,0.1040040864835449,1.314748338423643e-07,0.5653941322021917,5.13245,buzz,254
malaisance,0.0778604550846543,2.013575007125985e-07,0.5454545454545455,5.4332,0.0950704225352112,1.357698253800098e-07,0.2463768115942029,6.2521,0.0688637224025581,1.9941601486375906e-07,0.5480895915678525,5.2777,0.07942425898227,2.207153117597581e-07,0.6732542819499342,5.6701,change,489
chancla,0.1077637488453272,1.2794578335293918e-07,0.4756097560975609,3.9257,0.1099656357388316,8.942428139651823e-08,0.0105263157894735,10.6466,0.1074876550265286,1.2823429948117685e-07,1.1341463414634148,3.84475,0.1068548387096774,1.2854130712261666e-07,0.4634146341463414,3.8257,change,431
flmmmm,0.0653846153846153,2.2678844797036935e-07,0.5362318840579711,8.0921,0.0867475371550401,1.431650185333261e-07,-0.0869565217391303,7.64815,0.0618708058209549,2.1867522780080654e-07,0.5652173913043479,8.4021,0.0747474747474747,2.526457851235418e-07,0.463768115942029,7.7287,change,295
cheatmeal,0.0882524839275277,1.6003032663905536e-07,0.4202898550724638,5.1884,0.0875130616509926,1.0868889005719882e-07,0.3333333333333333,3.8328,0.0854831900082208,1.4172144165541346e-07,0.3260869565217391,6.01435,0.088656504785537,1.671924743151826e-07,0.4635913750441852,5.0502,change,893
flmm,0.0675070028011204,2.1789511752002082e-07,0.463768115942029,8.235,0.0809889173060528,1.5156749203003701e-07,0.1739130434782609,8.7524,0.0672757685144735,1.953706977950109e-07,0.4492753623188405,8.7681,0.0670173381061991,2.431151152208992e-07,0.5,7.564,change,815
chkl,0.0701035085360935,2.612260645914094e-07,0.8260869565217392,9.4621,0.0654554374697352,1.457200794693771e-07,0.5217391304347827,9.48545,0.0719186417013318,2.346649505463418e-07,0.6086956521739132,9.81055,0.0682249444054784,3.074785590476521e-07,0.9710144927536232,9.0823,change,207
kehs,0.0761290322580645,1.802942280623583e-07,0.4927536231884059,6.6939,0.1058036401761442,1.1579562049155269e-07,0.2536231884057971,7.7501,0.0760491106213406,1.8279059842254877e-07,0.5,6.6633,0.0736411455289304,2.1948178976318082e-07,0.5942028985507247,6.5646,buzz,257
étc,0.076091344727329,2.2883541101690117e-07,0.7826086956521738,6.4123,0.0834767641996557,1.3715550495348957e-07,0.4052631578947368,5.8028,0.07370057761314,2.0848976274835506e-07,0.7898550724637681,7.195449999999999,0.0767696909272183,2.4910280677580255e-07,0.829268292682927,6.0598,change,493
khawarij,0.135162558660635,1.4997612834473413e-07,0.4782608695652176,4.7111,0.1740911418330773,9.035182199326024e-08,0.3768115942028985,4.2614,0.1476260094681147,1.4413198911482304e-07,0.4291831357048748,4.564,0.1118643280918802,1.794050392287956e-07,0.5108695652173914,4.92765,buzz,267
autofav,0.1041592117493563,1.6539991267277006e-07,0.7559288537549408,4.8824000000000005,0.1228471586654463,1.0933219296905693e-07,0.2681159420289855,4.4274,0.0909090909090909,1.515738586173366e-07,0.6666666666666666,5.2168,0.1082259054634745,2.0035981285935922e-07,1.0243902439024393,4.6605,buzz,228
coulance,0.0679105518514064,2.4508069634587453e-07,0.7608695652173914,7.9107,0.0727683191329408,1.5144792758477566e-07,1.0095440084835632,8.0187,0.0625467604369295,2.707497949573674e-07,0.7681159420289856,8.6723,0.069425030286087,2.4329299549544864e-07,0.7101449275362319,7.7597,change,422
enlové,0.0614439324116743,2.4096976068984094e-07,0.6811594202898551,9.3972,0.0985157858613589,1.107138916049037e-07,-0.2246376811594202,8.90025,0.0594512504178067,2.10531259587449e-07,0.5507246376811595,9.59185,0.0628898128898129,2.535284745755225e-07,0.7101449275362319,9.2175,buzz,337
plagiât,0.074945956360169,2.592851677510057e-07,0.8768115942028986,6.34085,0.1108197189944785,1.0524175991502333e-07,0.4545454545454545,7.766,0.0751190266266972,2.482350519037539e-07,0.927536231884058,6.3804,0.0744379107575233,2.746134319672679e-07,0.8181818181818182,6.302,change,544
djihâd,0.0969229531729531,2.2081972825003167e-07,0.7727272727272728,8.46415,0.1214177978883861,1.403312700760044e-07,-0.1304347826086956,2.7831,0.1017214397496087,1.957681968849629e-07,0.7391304347826088,8.4533,0.0933512490157067,2.355132017307452e-07,0.8009897490279252,8.4763,buzz,1191
sangggg,0.0666666666666666,2.2806952222975225e-07,0.7101449275362319,6.4988,0.070096549851897,1.4766645528427506e-07,0.072463768115942,6.3245000000000005,0.066296553319454,2.42678639268697e-07,0.5,6.53975,0.0652134750495406,2.346523220124157e-07,0.951219512195122,6.4457,change,231
-baisse,0.4015810276679842,1.925960639610105e-07,0.0909090909090909,8.9024,0.2650522577045239,2.147989011549231e-07,-0.0347671411095725,12.4308,0.5333333333333333,1.771862330333322e-07,-0.0122408465899073,8.8035,0.2356687898089172,2.0448270502941699e-07,0.7250406916496804,10.0765,buzz,293
cambu,0.0757599144448151,1.88292237480956e-07,0.3115942028985506,7.45815,0.0726067783979713,1.5902781627358254e-07,0.1666666666666666,8.349499999999999,0.0760234936814516,1.7868824104200817e-07,0.236824769433465,8.64825,0.0769325282387881,1.888282806927968e-07,0.3188405797101449,7.20735,change,272
breson,0.0731042007637752,2.071261475826324e-07,0.5909090909090909,7.1015,0.0728778467908902,1.5514195205457188e-07,0.2608695652173913,7.8373,0.0711334742629879,2.100165322597792e-07,0.5217391304347827,7.425599999999999,0.0782794599556466,2.068120617718777e-07,0.8181336161187699,6.09665,change,224
souye,0.0868794326241134,1.6526058043987368e-07,0.5217391304347827,4.9138,0.102537368597098,1.499452713711118e-07,1.355072463768116,7.2372,0.0878718535469107,1.626561134112444e-07,0.4202898550724638,5.1077,0.0801920301920301,1.743118225796612e-07,0.717391304347826,4.4273,change,361
microservices,0.0958666307503516,3.06586315421226e-07,0.8636363636363635,11.8004,0.1109841995050447,3.533973921724574e-07,0.3181818181818182,10.9006,0.1033678461713505,3.0595014279734165e-07,1.4545454545454548,12.2164,0.0937625754527163,3.06586315421226e-07,0.8007380073800738,11.7954,change,509
qtv,0.0745261098690513,1.8780876394563285e-07,0.3623188405797102,6.68605,0.0756605802533402,1.7138780376334138e-07,0.7608695652173914,6.13075,0.0728940783986655,1.9572451786055306e-07,0.4057971014492754,6.7204,0.0766823161189358,1.659260968831743e-07,0.2753623188405797,6.7416,change,796
pansexuelle,0.0619687857627637,2.632798251438735e-07,0.8405797101449275,5.1034500000000005,0.0697999816090432,1.444693198931447e-07,0.3237812911725955,5.18375,0.0595350138766455,2.712738067922343e-07,0.8405797101449275,5.2431,0.0775889027258889,2.548373055629276e-07,0.9782608695652176,4.43325,change,397
topdeck,0.1440181665521541,1.4840090008485466e-07,0.951219512195122,4.5388,0.1251956181533646,1.0293686614793018e-07,1.4146341463414636,3.3902,0.1497037295224817,1.345412090510497e-07,0.5365853658536587,4.1453,0.1426829268292682,1.5786981992286678e-07,1.059312638580931,4.7650500000000005,change,284
rheyou,0.0818201827956109,1.6022664174701497e-07,0.3405797101449275,7.53495,0.110204081632653,1.5644657551434968e-07,-0.0289855072463767,8.3071,0.0781803744907218,1.4829996150778745e-07,0.2391304347826087,8.0424,0.0850241545893719,1.7398355411919392e-07,0.4347826086956524,7.0133,buzz,294
malaisée,0.0602188223502624,2.743644638110709e-07,0.6231884057971014,5.6291,0.0596097300187115,1.7763398179734417e-07,0.2463768115942029,6.692,0.0603943743406198,2.826576143796695e-07,0.4782608695652174,5.5137,0.0597495527728085,2.8622623388708414e-07,0.7101449275362319,5.6772,change,491
wagger,0.1395173453996983,2.06574417886157e-07,0.6585365853658538,5.1795,0.1398521306437743,9.242289393218439e-08,0.5362318840579712,4.6221,0.14006734006734,2.06574417886157e-07,0.7317073170731709,5.2193,0.1319809851651503,2.54361905451066e-07,0.5365853658536586,5.3731,buzz,357
jbegaye,0.0663388647262472,2.320698240644325e-07,0.4782608695652176,7.115550000000001,0.076103500761035,1.8943442474528105e-07,0.2608695652173913,8.3962,0.0599542949321145,2.192441975937463e-07,0.5362318840579711,6.9308,0.06681445687887,2.525321874392554e-07,0.5434782608695653,7.06185,change,262
chla,0.0702424364564559,2.259810827877871e-07,0.6086956521739132,5.8245000000000005,0.0851462011465356,1.514460925292786e-07,0.3333333333333334,7.18205,0.0690362269309637,2.264159948213092e-07,0.5909090909090909,5.8743,0.0753911806543385,2.2678844797036935e-07,0.7101449275362319,5.5724,buzz,1635
slaye,0.1338586370245298,1.1758247429522773e-07,0.4390243902439025,5.0298,0.206227344604047,9.320617011991833e-08,0.2939024390243903,5.200150000000001,0.1351024620374465,1.0948460214920973e-07,0.3658536585365854,5.08015,0.1209461212488108,1.5266701411211812e-07,0.4390243902439025,4.9839,buzz,239
malaisantes,0.0751842751842751,2.342168745325831e-07,0.6585365853658538,5.2455,0.074044373162256,2.342168745325831e-07,0.6811594202898551,5.886,0.0715360743881505,2.1832786020726265e-07,0.5289855072463769,5.5662,0.077746229561872,2.460495398473984e-07,0.7608695652173914,4.912,change,636
oklmm,0.0752515090543259,1.7318552522645997e-07,0.5942028985507247,7.5825,0.0723743646146649,1.3212344774932696e-07,3.355072463768116,7.00705,0.0782701597918989,1.5534492683618154e-07,0.4057971014492754,8.0682,0.0732520325203251,1.9078861048537637e-07,0.6811594202898551,7.2986,buzz,989
legday,0.0725538954122177,1.8476127022377506e-07,0.4963768115942029,6.01415,0.0734835366875289,1.6057790407526334e-07,0.2740447957839262,6.70705,0.0745920745920745,1.571314648083342e-07,0.3768115942028985,5.9802,0.0688871266190853,2.184472087561622e-07,0.7391304347826088,6.0203,change,623
-hoche,0.5238095238095238,1.858281563515112e-07,0.0,8.3406,0.6142857142857143,1.874015443672633e-07,-0.0346582577431995,8.2679,0.5904545454545455,1.8097510466804453e-07,-0.0301665168100972,8.82385,0.4267857142857142,1.8896366549903126e-07,0.5390143770093807,7.0747,buzz,438
bruuuh,0.0700894640146976,2.216928210079535e-07,0.6286673736302579,7.11365,0.0789408536794337,1.940932505943594e-07,-0.0797101449275361,7.29725,0.0717311322263812,1.941535265008252e-07,0.5507246376811595,8.14325,0.0693581723761383,2.3032060923442666e-07,0.6956521739130433,6.7287,change,1843
oklmmm,0.0740203193033381,1.7533889068725286e-07,0.5652173913043479,7.2433,0.1635220125786163,1.6329780604656322e-07,-0.1594202898550724,10.2495,0.0746417724113513,1.5871960146740198e-07,0.4275362318840581,7.5382,0.0732951601843358,1.8618845251652966e-07,0.6521739130434783,7.096500000000001,buzz,1479
bruuuuh,0.067667908319071,2.3221408446764253e-07,0.6666666666666666,7.0609,0.0568135729235573,2.814211680520283e-07,1.0072463768115942,7.17365,0.0680854268343462,2.094982414923977e-07,0.4927536231884059,7.961,0.067667908319071,2.395332629140452e-07,0.6956521739130433,6.66065,change,1235
oklmus,0.0752427184466019,1.6548453304703738e-07,0.5217391304347827,6.8346,0.066899585921325,1.8753975096658941e-07,0.8043478260869565,10.30305,0.0708975059244508,1.50289761149132e-07,0.4782608695652176,7.40015,0.0779661016949152,1.769698322010351e-07,0.5507246376811595,6.2133,buzz,870
flmmm,0.0665554628857381,2.476502261919101e-07,0.6811594202898551,8.3894,0.0809889173060528,1.3717027495727838e-07,-0.1594202898550724,7.9582,0.0647700101393786,2.440237187637453e-07,0.6304347826086956,8.75705,0.0688888287410454,2.551886522528276e-07,0.7101449275362319,7.882099999999999,change,486
tsoulever,0.0605405405405405,2.380503240981259e-07,0.5362318840579711,6.7472,0.0604747365310745,1.904732019674187e-07,0.4492753623188405,7.7597,0.0817945141167934,2.1097247894669694e-07,0.3188405797101449,6.1324,0.058123977982443,2.6923834399380773e-07,0.7536231884057971,6.647,change,203
chumor,0.0491643828471849,2.774034030755317e-07,0.7246376811594202,6.6869,0.0634224764659547,1.7355526818990345e-07,0.0144927536231884,4.708500000000001,0.0458343947559893,2.49044686805362e-07,0.7826086956521738,7.292149999999999,0.0524463631606488,3.520714229740823e-07,0.6376811594202898,6.18455,change,315
mskkk,0.0610581371665631,2.234418470252271e-07,0.6811594202898551,7.3533,0.0952589991220368,1.2313567875644422e-07,0.391304347826087,6.9984,0.0583167059677126,2.1063119060156802e-07,0.9855072463768116,7.888,0.0618682684341341,2.2831550523642386e-07,0.6231884057971014,7.25065,buzz,407
egirl,0.1181993177387914,1.956921266594941e-07,1.2926829268292686,4.4605,0.1392496392496392,1.2406207966749337e-07,0.6097560975609758,4.8297,0.1134449502355696,1.9397616032760515e-07,1.5609756097560976,4.4322,0.1190782665758057,2.0076421378667819e-07,1.2926829268292686,4.4877,change,1129
dabé,0.0854276861013558,2.056437071412028e-07,0.8863636363636364,5.71955,0.1107568642995441,1.3909257920599952e-07,0.4927536231884057,5.14215,0.0997167844138059,1.83886746668264e-07,0.8260869565217392,5.2848,0.0819660014781966,2.1580791347726069e-07,0.927536231884058,5.7407,change,376
loml,0.0528186192225759,4.0880452480911166e-07,0.7391304347826086,5.7970500000000005,0.1031055900621118,1.44602236987686e-07,0.0,6.8858,0.0542652485348382,3.048155594977775e-07,0.5362318840579711,6.0942,0.0521720393364073,4.475635616898771e-07,0.8550724637681161,5.482049999999999,change,497
